,MedkRV
2022-05-11,0.004112909692612932
2022-05-12,0.003679732534158279
2022-05-15,0.00491454881554272
2022-05-16,0.0022679047555342214
2022-05-17,0.0023430563968006362
2022-05-18,0.003218183849478089
2022-05-19,0.0018143461926825965
2022-05-22,0.0018040342199694055
2022-05-23,0.002073682357886651
2022-05-24,0.001640725693564979
2022-05-25,0.001520060929220704
2022-05-31,0.0026455373465201068
2022-06-01,0.0013678857011407294
2022-06-02,0.001522487432800512
2022-06-05,0.000888557526345335
2022-06-06,0.0015050681393664336
2022-06-07,0.0009990600565951372
2022-06-08,0.0014442616596660864
2022-06-09,0.006966830184630147
2022-06-12,0.003735072363175892
2022-06-13,0.002294350315935675
2022-06-14,0.004395453006501841
2022-06-15,0.0043372950904684935
2022-06-16,0.0019562506665076825
2022-06-19,0.0011574963911035454
2022-06-20,0.0015852329656115911
2022-06-21,0.002346166961198352
2022-06-22,0.002187787226273055
2022-06-23,0.001649296465643393
2022-06-26,0.0013697917525167635
2022-06-27,0.0010606555457193672
2022-06-28,0.0023458224772487
2022-06-29,0.005243394904447617
2022-06-30,0.003231125598635517
2022-07-03,0.0007417824740838349
2022-07-04,0.004545696626999336
2022-07-05,0.00390908425072421
2022-07-06,0.001541415208616523
2022-07-07,0.0030837163860561647
2022-07-10,0.0010474442338735512
2022-07-11,0.0030215744616395044
2022-07-12,0.007994174140782052
2022-07-13,0.003143511053024526
2022-07-14,0.0022005180537579693
2022-07-17,0.001947652245654418
2022-07-18,0.0010373626220835535
2022-07-19,0.0016245687861141133
2022-07-20,0.0051797565142939084
2022-07-21,0.00329981176537238
2022-07-24,0.0013298831671738794
2022-07-25,0.0013283351903469029
2022-07-26,0.002477935830830231
2022-07-31,0.0023500860391960773
2022-08-01,0.00323383381248604
2022-08-02,0.002502117652176982
2022-08-03,0.002304857707221278
2022-08-04,0.0038678448931748132
2022-08-07,0.0011715506558645941
2022-08-08,0.0014711350558228205
2022-08-09,0.004225430506413837
2022-08-10,0.0016906801751268698
2022-08-11,0.001445807789892555
2022-08-14,0.002339610803850122
2022-08-15,0.000949049117923495
2022-08-16,0.0018751207749185075
2022-08-17,0.0011376314889090162
2022-08-18,0.0013948803982566642
2022-08-21,0.0016988765944172667
2022-08-22,0.0025218446137409123
2022-08-23,0.0013306393234934725
2022-08-24,0.0011608920311892929
2022-08-25,0.002347278535539732
2022-08-28,0.002153314117948324
2022-08-29,0.0014647747324775127
2022-08-30,0.0016504983314307798
2022-08-31,0.0027296711244645805
2022-09-01,0.0014312199083215498
2022-09-04,0.0007661918614944453
2022-09-05,0.00221200102700027
2022-09-06,0.002764673371531293
2022-09-07,0.0023742259067137585
2022-09-08,0.0019089331674706131
2022-09-11,0.0021687302545827687
2022-09-12,0.007467409259064642
2022-09-13,0.0014162982011696505
2022-09-14,0.005482991959856678
2022-09-15,0.004413729475291574
2022-09-18,0.00191633906198446
2022-09-19,0.0015382142202665255
2022-09-20,0.00813721846395628
2022-09-21,0.005642358233755536
2022-09-22,0.0052494016651961906
2022-09-25,0.0040654216426672
2022-09-26,0.0026683417554620955
2022-09-27,0.006116114505047866
2022-09-28,0.003594226787983706
2022-09-29,0.0023448469468013216
2022-10-02,0.0047654070766989035
2022-10-03,0.0034380628463526576
2022-10-04,0.0035787724327209607
2022-10-05,0.0020540937417355782
2022-10-06,0.0039185783099064
2022-10-09,0.0021950050619458433
2022-10-10,0.004131729452671863
2022-10-11,0.0023087076843513587
2022-10-12,0.01008355466729727
2022-10-13,0.003979753351169137
2022-10-16,0.0022859347335690426
2022-10-17,0.0020119469588091208
2022-10-18,0.001940074323008933
2022-10-19,0.003122745648916143
2022-10-20,0.00545245036948897
2022-10-23,0.002656130367537782
2022-10-24,0.003096547811967959
2022-10-25,0.0025269273508723524
2022-10-26,0.0023960959043114885
2022-10-27,0.001972904274251102
2022-10-30,0.0014819866549710405
2022-10-31,0.0026400254931495597
2022-11-01,0.007460444617006538
2022-11-02,0.002579464904783455
2022-11-03,0.004033020578700682
2022-11-06,0.0015517370850303555
2022-11-07,0.008910300264915696
2022-11-08,0.0025360890803151404
2022-11-09,0.0087572839007459
2022-11-10,0.0032661524687581235
2022-11-13,0.001966117256917521
2022-11-14,0.004437668417523644
2022-11-15,0.0014992466105981925
2022-11-16,0.0017015509800223738
2022-11-17,0.0018081681335473923
2022-11-20,0.001611576485211887
2022-11-21,0.0008793160134295251
2022-11-22,0.002188723872525056
2022-11-23,0.0006741072030073599
2022-11-24,0.0010362126481287177
2022-11-27,0.0018986635189934913
2022-12-01,0.003777931194008932
2022-12-04,0.0029957504949192654
2022-12-05,0.0016967577979758394
2022-12-06,0.002082881244173502
2022-12-07,0.0013643284498237452
2022-12-08,0.002435893083434246
2022-12-11,0.0011226339149453127
2022-12-12,0.007203560735371425
2022-12-13,0.0021964209997072854
2022-12-14,0.0028960572996735564
2022-12-15,0.0019646078846562165
2022-12-18,0.0011269639811056957
2022-12-19,0.0034336798198643507
2022-12-20,0.000976897656407915
2022-12-21,0.0024583328638293545
2022-12-22,0.001013998760646557
2022-12-26,0.0031891339992970356
2022-12-27,0.0017486369797586362
2022-12-28,0.0011367965849885871
2022-12-29,0.001457432157433739
2023-01-02,0.005126993323196771
2023-01-03,0.0030234883604027133
2023-01-04,0.002612405056159738
2023-01-05,0.005529249672562039
2023-01-08,0.0017983793480492328
2023-01-09,0.001119519732524196
2023-01-10,0.0014490503609305263
2023-01-11,0.0032717792003723093
2023-01-12,0.0021184194881667855
2023-01-15,0.0010802979966611072
2023-01-16,0.0018767680111359294
2023-01-17,0.0021832613176942226
2023-01-18,0.002257783742406943
2023-01-19,0.0014612316316743783
2023-01-22,0.00244188758803365
2023-01-23,0.0020936472037847882
2023-01-24,0.0022984457953688256
2023-01-25,0.0023979661662820425
2023-01-26,0.0018494447676434083
2023-02-19,0.0004996136454192873
2023-02-20,0.0018898373013494388
2023-02-21,0.0015046046202006644
2023-02-22,0.0015146416202878221
2023-02-23,0.00110984511406065
2023-02-26,0.0009782929959871228
2023-02-27,0.001686434323011914
2023-02-28,0.0018294750927146935
2023-03-01,0.0009857348256379571
2023-03-02,0.0009638835552724612
2023-03-05,0.0007118171591685575
2023-03-06,0.0019606997646156765
2023-03-07,0.0009069117386609685
2023-03-08,0.0014573856237532746
2023-03-09,0.003961302554792021
2023-03-12,0.006485572573806262
2023-03-13,0.0029191352625381186
2023-03-14,0.007359590918148916
2023-03-15,0.003888505047846043
2023-03-16,0.004341417808300441
2023-03-19,0.007751098917091865
2023-03-20,0.003792349685058584
2023-03-21,0.00663059073869355
2023-03-22,0.004422434453062693
2023-03-23,0.003027425279690261
2023-03-26,0.0035583632534327814
2023-03-27,0.0016378591647808675
2023-03-28,0.0015048073149245389
2023-04-02,0.002284703257000322
2023-04-03,0.005831151028670997
2023-04-04,0.0015942020104003209
2023-04-05,0.0015510262772028727
2023-04-09,0.0022168859671321908
2023-04-10,0.0011298929053919033
2023-04-11,0.005632319174215087
2023-04-12,0.0028160182798104005
2023-04-13,0.005028117299039078
2023-04-16,0.002382458187757795
2023-04-17,0.0017878762011344796
2023-04-18,0.0032707583152537783
2023-04-19,0.002565541262166218
2023-04-20,0.006525586465867369
2023-04-23,0.0013723248096870304
2023-04-24,0.0030080561466027003
2023-04-25,0.0022664425654144774
2023-04-26,0.00279991193407367
2023-04-27,0.0014742249238195633
2023-04-30,0.0033514135574171234
2023-05-01,0.002763599645882052
2023-05-02,0.002548173193706465
2023-05-03,0.006118407447217597
2023-05-04,0.00510183100456211
2023-05-07,0.0009188486166878637
2023-05-08,0.001318059376956026
2023-05-09,0.004450174089818412
2023-05-10,0.003639182508433098
2023-05-11,0.0018035488044215136
2023-05-14,0.0013025890615992227
2023-05-15,0.0018220582898018176
2023-05-16,0.0014032075905111754
2023-05-17,0.0015494121220268017
2023-05-18,0.003861899794335237
2023-05-21,0.0012687244636997227
2023-05-22,0.0021664672182489693
2023-05-23,0.0019123009801561763
2023-05-24,0.004538182690861389
2023-05-25,0.0020920151213047137
2023-06-01,0.0024467860565491697
2023-06-04,0.0026229998584717494
2023-06-05,0.0013619352942542571
2023-06-06,0.0022150635840321306
2023-06-07,0.001611241720515328
2023-06-08,0.0009365882485846774
2023-06-11,0.0012406369605645607
2023-06-12,0.00219936648069737
2023-06-13,0.0024087477136347396
2023-06-14,0.0030091340139655797
2023-06-15,0.001314581665107218
2023-06-18,0.0005534057472691953
2023-06-19,0.0017381821618312789
2023-06-20,0.0014647559857090943
2023-06-21,0.0016143413846941626
2023-06-22,0.0016371915963995882
2023-06-25,0.0010194224789592864
2023-06-26,0.0023402429544848407
2023-06-27,0.000892121027288598
2023-06-28,0.003104588151744754
2023-06-29,0.0012913912881497935
2023-07-02,0.0013486013219971892
2023-07-03,0.00033259163645587024
2023-07-04,0.0016373016843161596
2023-07-05,0.004258749941406803
2023-07-06,0.0016490218467626503
2023-07-09,0.0013207112845452695
2023-07-10,0.0012046259354003502
2023-07-11,0.002967069054094558
2023-07-12,0.0013782024273383423
2023-07-13,0.0013530879309054512
2023-07-16,0.0012363273204668431
2023-07-17,0.0018480198499175064
2023-07-18,0.001164958856299916
2023-07-19,0.00149338897725939
2023-07-20,0.000956262256030502
2023-07-23,0.0008485335169680854
2023-07-24,0.0013246149912730818
2023-07-25,0.0015752310208820717
2023-07-26,0.0033138133346199005
2023-08-01,0.0012277310362373863
2023-08-02,0.0012786368619468649
2023-08-03,0.0014041135950620498
2023-08-06,0.0009114792643304232
2023-08-07,0.0009285743525245209
2023-08-08,0.0008060328343148363
2023-08-09,0.0012885777464081854
2023-08-10,0.0006346409598977016
2023-08-13,0.0010348128700409878
2023-08-14,0.0010086209982861857
2023-08-15,0.0005577341665113656
2023-08-16,0.0009236778730237559
2023-08-17,0.0007286448657004026
2023-08-20,0.0012676978461579921
2023-08-21,0.0009602004120980461
2023-08-22,0.0012033650918224716
2023-08-23,0.0006029948267124564
2023-08-24,0.0017956911389401238
2023-08-27,0.0008178714539497835
2023-08-28,0.0016494285149656035
2023-08-29,0.00039657638369588506
2023-08-30,0.0003936564205222846
2023-08-31,0.0013416458407654365
2023-09-03,0.000265846823767484
2023-09-04,0.0008710775271894802
2023-09-05,0.0011583827402855983
2023-09-06,0.0007829324104113079
2023-09-07,0.0009069525349142015
2023-09-10,0.0006248741819754034
2023-09-11,0.0007198932657666587
2023-09-12,0.000753578900532586
2023-09-13,0.0014369239795174495
2023-09-14,0.0010169996512057176
2023-09-17,0.0006587555680165303
2023-09-18,0.0004041479101167818
2023-09-19,0.001611584250463342
2023-09-20,0.0009520637195480125
2023-09-21,0.0003338555404665301
2023-09-24,0.0009456189485346375
2023-09-25,0.0006438328590276488
2023-09-26,0.0009995090443990391
2023-09-27,0.001748870826147241
2023-09-28,0.0023863163008821862
2023-10-01,0.0016559786937080665
2023-10-02,0.003136654078926579
2023-10-03,0.0015712529228988834
2023-10-04,0.0013452311271747236
2023-10-05,0.0032885884989169566
2023-10-08,0.0014810082944779414
2023-10-09,0.0009574471105848498
2023-10-10,0.0009551559427386748
2023-10-11,0.0009002959578800095
2023-10-12,0.003434963045270947
2023-10-15,0.0015140676993723988
2023-10-16,0.001561786671049337
2023-10-17,0.003310533952138787
2023-10-18,0.0024595613438581397
2023-10-19,0.003490649114367261
2023-10-22,0.0019642025345605247
2023-10-23,0.001859509579569458
2023-10-24,0.0024838203558932774
2023-10-25,0.001993273372961649
2023-10-26,0.002462104446687179
2023-10-29,0.0013018530583609373
2023-10-30,0.0017781836390987512
2023-10-31,0.002060618423531395
2023-11-01,0.0008231212919479514
2023-11-02,0.0028934627850385405
2023-11-05,0.0006065580006430617
2023-11-06,0.0013077476034199977
2023-11-07,0.0011661801971775594
2023-11-08,0.001568911650743652
2023-11-09,0.001046058835707481
2023-11-12,0.0009897378960536608
2023-11-13,0.002120372266047238
2023-11-14,0.0011173200647909358
2023-11-15,0.0016960527867292627
2023-11-16,0.0009424646120210445
2023-11-19,0.0015005288703562132
2023-11-20,0.001786260790823098
2023-11-21,0.0015293908946505243
2023-11-22,0.00046906074756972415
2023-11-23,0.0006127245760333624
2023-11-26,0.0015982486405487857
2023-11-27,0.001542739679837728
2023-11-30,0.0021290631217928437
2023-12-03,0.01141125460448065
2023-12-04,0.002775297430562369
2023-12-05,0.0019494362648394467
2023-12-06,0.0016708760769443842
2023-12-07,0.00326218441292978
2023-12-10,0.0014235917158984751
2023-12-11,0.0009996902487057788
2023-12-12,0.005977547576395471
2023-12-13,0.0034580651055363854
2023-12-14,0.003193067753265437
2023-12-17,0.0013261595042742995
2023-12-18,0.001448611126213552
2023-12-19,0.0010739177495994539
2023-12-20,0.001495384608866374
2023-12-21,0.0023399344456326962
2023-12-25,0.00099426299027698
2023-12-26,0.0012841413554122497
2023-12-27,0.0014536413474670038
2023-12-28,0.001073722430794248
2024-01-01,0.002096404873034834
2024-01-02,0.0023555911381113186
2024-01-03,0.001057037338412314
2024-01-04,0.005778520074566787
2024-01-07,0.0019091362914345398
2024-01-08,0.0013127682275511096
2024-01-09,0.0011378512774620033
2024-01-10,0.0024390673382926
2024-01-11,0.0025145181682320853
2024-01-14,0.0005458849322736649
2024-01-15,0.0025425029313000413
2024-01-16,0.0021531746888538983
2024-01-17,0.000977894935541236
2024-01-18,0.0011001612086319152
2024-01-21,0.0009823187410921894
2024-01-22,0.0011169351700549114
2024-01-23,0.0014794182412250928
2024-01-24,0.0011578297169522328
2024-01-25,0.0007413971684090277
2024-01-28,0.002074876216787641
2024-01-31,0.0026416708236413813
2024-02-01,0.003849914900080153
2024-02-04,0.001331259136128555
2024-02-05,0.0008268252050898778
2024-02-06,0.0011003414056334011
2024-02-07,0.0013364335741426687
2024-02-08,0.0008023141790884449
2024-02-11,0.0008430630742855189
2024-02-12,0.003761748661101763
2024-02-13,0.0008375431932385706
2024-02-14,0.0008132996660841817
2024-02-15,0.001760102965756922
2024-02-18,0.00043845385788623574
2024-02-19,0.0005633373171447047
2024-02-20,0.000660178575279086
2024-02-21,0.0006769103094866672
2024-02-22,0.0011313063432865534
2024-02-25,0.0007275856715413409
2024-02-26,0.0005507962144423773
2024-02-27,0.0005600851550343702
2024-02-28,0.001684150127743928
2024-02-29,0.0034387380988000543
2024-03-03,0.0019314957318097774
2024-03-04,0.002821593212066955
2024-03-05,0.002055247462761102
2024-03-06,0.001894207420238758
2024-03-07,0.005230625609806325
2024-03-10,0.0016336066361630252
2024-03-11,0.0033915175950143452
2024-03-12,0.0009597288736005094
2024-03-13,0.0009460632490153571
2024-03-14,0.0012380774343584025
2024-03-17,0.0008486809361219999
2024-03-18,0.00105946359145282
2024-03-19,0.00368166166979843
2024-03-20,0.0075130404401521625
2024-03-21,0.001989519414892414
2024-03-24,0.0014252307526623844
2024-03-25,0.002185686631974539
2024-03-31,0.003841552158079461
2024-04-01,0.004037985766489651
2024-04-02,0.0028178933334432605
2024-04-03,0.0027278594665336264
2024-04-04,0.005053039923326334
2024-04-07,0.005731040433364987
2024-04-08,0.003520102387818755
2024-04-09,0.007349582906269777
2024-04-10,0.0030927554677447552
2024-04-11,0.011597148992006727
2024-04-14,0.007441628194572325
2024-04-15,0.005442535088118771
2024-04-16,0.0034823852498001183
2024-04-17,0.0025785925097155334
2024-04-18,0.007723366068363274
2024-04-21,0.004157738296552407
2024-04-22,0.008651515143004584
2024-04-23,0.0025516745284821884
2024-04-24,0.005437943448806991
2024-04-25,0.0020187308098399788
2024-04-28,0.002216263067664023
2024-04-29,0.0019980585324562614
2024-04-30,0.004279848098509086
2024-05-01,0.0031685840255357375
2024-05-02,0.0058917480391849405
2024-05-05,0.003206300902060008
2024-05-06,0.0012458097620526444
2024-05-07,0.0014346592801760965
2024-05-08,0.003864779519401911
2024-05-09,0.002469398544829582
2024-05-12,0.0015025124887066137
2024-05-13,0.0016640790984269725
2024-05-14,0.003948322065931372
2024-05-15,0.0014216875505715573
2024-05-16,0.002672993869323681
2024-05-19,0.005375782334107722
2024-05-20,0.0024340842486999296
2024-05-21,0.004458464604793312
2024-05-22,0.0035464207625934274
2024-05-23,0.001475901238476796
2024-05-26,0.001086572861565282
2024-05-27,0.0020671981221174265
2024-05-28,0.0014661692342861456
2024-06-02,0.0023703957823258963
2024-06-03,0.0023489641436888384
2024-06-04,0.001990868890668704
2024-06-05,0.0023147132347528837
2024-06-06,0.008452031768535475
2024-06-09,0.0012824588335567353
2024-06-10,0.0017045121571545555
2024-06-11,0.0044848296810869265
2024-06-12,0.004289801733250443
2024-06-13,0.001867177813408908
2024-06-16,0.0018478013209191843
2024-06-17,0.0017155203205649126
2024-06-18,0.0006489865620290478
2024-06-19,0.002545701641132321
2024-06-20,0.003420288866060649
2024-06-23,0.0011408171482520854
2024-06-24,0.0014415838618568502
2024-06-25,0.0029909998218691763
2024-06-26,0.0012360334911725008
2024-06-27,0.0014557422724768303
2024-06-30,0.0019335948835358426
2024-07-01,0.001858240724771416
2024-07-02,0.0019024628061375384
2024-07-03,0.00045710214987225916
2024-07-04,0.0015232233107284202
2024-07-07,0.0024979041131384305
2024-07-08,0.001766018523035982
2024-07-09,0.0011230669119838127
2024-07-10,0.005614611119926595
2024-07-11,0.0016404028799435993
2024-07-14,0.0018775815072743396
2024-07-15,0.0025402790176641287
2024-07-16,0.003683662941169932
2024-07-17,0.0020090761163737998
2024-07-18,0.0036914859260593793
2024-07-21,0.0017069964480183075
2024-07-22,0.0013362218622529065
2024-07-23,0.002168588211011319
2024-07-24,0.0048382055282712765
2024-07-25,0.0023660052137609196
2024-07-28,0.0019342201336362255
2024-07-31,0.002676065324428519
2024-08-01,0.011725975355234565
2024-08-04,0.0137236695532388
2024-08-05,0.003906593595477886
2024-08-06,0.002292531625397222
2024-08-07,0.002627131677432269
2024-08-08,0.0017873688969431525
2024-08-11,0.0016943340822046437
2024-08-12,0.0018399856155145657
2024-08-13,0.0029843851153638235
2024-08-14,0.0048052799548048255
2024-08-15,0.0036796089818502188
2024-08-18,0.0017914249849801088
2024-08-19,0.0030755698910807424
2024-08-20,0.0020637463187538566
2024-08-21,0.002651699904036158
2024-08-22,0.0028743625210813314
2024-08-25,0.0015315663554297094
2024-08-26,0.001349739045274993
2024-08-27,0.0015976443785662515
2024-08-28,0.0017038038497771961
2024-08-29,0.00173462562394891
2024-09-01,0.0009177403816220953
2024-09-02,0.002958481355974251
2024-09-03,0.001642316958584514
2024-09-04,0.0019292149503203353
2024-09-05,0.003364479392609523
2024-09-08,0.0014040710643383788
2024-09-09,0.0010743323793178054
2024-09-10,0.001814903249971958
2024-09-11,0.002430725975006689
2024-09-12,0.0013607504670812031
2024-09-15,0.0010477603571229159
2024-09-16,0.0019307464870070544
2024-09-17,0.006877298127033971
2024-09-18,0.002705128671618192
2024-09-19,0.0019246843267631993
2024-09-22,0.0010702606136760249
2024-09-23,0.0020251778965574957
2024-09-24,0.001353612658702194
2024-09-25,0.002485383662849298
2024-09-26,0.002311995118893374
2024-09-29,0.00225922907645747
2024-09-30,0.002662539841585917
2024-10-01,0.0017236683670876789
2024-10-02,0.0014238162805206896
2024-10-03,0.003925581857171764
2024-10-06,0.00233528788234577
2024-10-07,0.003578694375078763
2024-10-08,0.001567869082556962
2024-10-09,0.002009731284537762
2024-10-10,0.0013224172270501944
2024-10-13,0.0016193469148526878
2024-10-14,0.0018101317726274366
2024-10-15,0.0015639126649200708
2024-10-16,0.0016211719057564417
2024-10-17,0.001544672346040082
2024-10-20,0.0017916753866992448
2024-10-21,0.0011521249582998846
2024-10-22,0.0022023048348896114
2024-10-23,0.0015225766933587323
2024-10-24,0.001379565748716921
2024-10-27,0.0014228756025468526
2024-10-28,0.0016830340316921402
2024-10-29,0.001742692832519724
2024-10-30,0.0026017638692729626
2024-10-31,0.0017314626305881503
2024-11-03,0.0013592648267617385
2024-11-04,0.0019320069944993585
2024-11-05,0.010781765599965002
2024-11-06,0.0038553803311456992
2024-11-07,0.002095500405765961
2024-11-10,0.003977313203526245
2024-11-11,0.002942069547561224
2024-11-12,0.0030444613533527
2024-11-13,0.0039029722197547754
2024-11-14,0.0023168407607784933
2024-11-17,0.002878077137225643
2024-11-18,0.002155882761304992
2024-11-19,0.0016028853982715935
2024-11-20,0.0015136407738506293
2024-11-21,0.002653435674424512
2024-11-24,0.009954518850076643
2024-11-25,0.004601683027622014
2024-12-01,0.0030512784571902793
2024-12-02,0.0019650695253106195
2024-12-03,0.0015901703349750424
2024-12-04,0.0018340301884532
2024-12-05,0.0028815325640739325
2024-12-08,0.0025349222623901736
2024-12-09,0.0018220176927578775
2024-12-10,0.003005265766677423
2024-12-11,0.003196981424078193
2024-12-12,0.0019764679691370223
2024-12-15,0.0010958865710678123
2024-12-16,0.0016818507836560185
2024-12-17,0.004202296833645755
2024-12-18,0.0027660709824904087
2024-12-19,0.0020474153249342994
2024-12-22,0.0009419187368584121
2024-12-23,0.0006257543203605524
2024-12-25,0.0012781457788483585
2024-12-26,0.0012696101028842588
2024-12-29,0.0020389298726523077
2024-12-30,0.0012797812229920174
